batch,Appnumber,Type,MonthlyRent,Size,RacialGroup,Sex,contact,Minneapolis,Law,Positive,StayAtHome
611,1,2,1567,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
612,1,2,1310,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
613,1,2,860,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
614,1,2,950,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
615,1,2,995,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
616,1,2,1045,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
617,1,2,1029,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
618,1,2,875,One bedroom units,African American,Male,Negative contact,St. Paul and suburbs,1,0,0
619,1,3,2100,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
620,1,2,1025,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
621,1,2,870,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,1,0,0
622,1,4,1150,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
623,1,3,1050,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
624,1,2,750,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,1,0,0
625,1,3,735,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
626,1,2,1238,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
627,1,2,600,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
628,1,2,1400,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
629,1,2,1510,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
630,1,2,1150,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
631,1,2,1520,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
632,1,2,1672,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
633,1,2,1283,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
634,1,2,625,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
635,1,2,1370,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
636,1,2,1895,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
637,1,2,1374,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
638,1,4,995,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
639,1,2,905,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
640,1,2,1050,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
641,1,3,1050,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
642,1,2,890,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
643,1,2,800,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
644,1,2,1530,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
645,1,2,999,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
646,1,2,1600,One bedroom units,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
647,1,2,1150,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
648,1,2,1385,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
649,1,2,1200,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,1,0,0
650,1,4,550,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
651,1,2,1225,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
652,1,2,1495,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
653,1,2,600,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
654,1,2,1595,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
655,1,2,1200,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
656,1,2,1548,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
657,1,2,875,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
658,1,2,1000,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
659,1,2,1099,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
660,1,2,949,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
661,1,2,725,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
662,1,2,900,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
663,1,2,1350,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
664,1,2,1050,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
665,1,4,1300,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
666,1,2,1130,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,1,0,0
667,1,2,1095,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
668,1,2,935,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
669,1,2,875,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
670,1,2,950,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
671,1,2,900,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
672,1,2,910,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
673,1,2,1595,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
674,1,2,1348,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
675,1,2,875,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
676,1,2,900,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
677,1,2,900,One bedroom units,African American,Male,Negative contact,Minneapolis,1,0,0
678,1,2,975,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
679,1,2,1470,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
680,1,2,1460,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
681,1,3,725,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
682,1,2,1793,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,1,0,0
683,1,2,1371,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
684,1,2,1450,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
685,1,2,1030,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
686,1,2,1250,One bedroom units,Somali American,Female,Negative contact,St. Paul and suburbs,1,0,0
687,1,2,1000,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
688,1,2,900,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
689,1,2,905,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
690,1,2,1411,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
691,1,2,1495,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
692,1,2,650,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
693,1,3,895,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
694,1,2,1081,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
695,1,2,1099,One bedroom units,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
696,1,2,1095,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
697,1,2,1069,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
698,1,2,1045,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
699,1,2,700,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
700,1,2,1340,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
701,1,2,850,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
702,1,2,1481,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
703,1,2,1050,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
704,1,2,2650,One bedroom units,White American,Female,Negative contact,Minneapolis,1,0,0
705,1,2,900,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,1,0,0
706,1,2,1249,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
707,1,2,1390,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
708,1,2,1163,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
709,1,2,1050,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
710,1,4,970,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
711,1,2,1744,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
712,1,2,945,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
713,1,2,1500,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
714,1,2,1000,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
715,1,2,1561,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
716,1,2,1515,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
717,1,2,989,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
718,1,2,1134,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
719,1,2,1855,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
720,1,2,1350,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
721,1,2,915,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
722,1,2,1030,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
723,1,2,1299,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
724,1,2,1977,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,1,0,0
725,1,2,1030,One bedroom units,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
726,1,2,1649,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
727,1,2,1495,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
728,1,2,995,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
729,1,2,1200,One bedroom units,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
730,1,4,1050,One bedroom units,White American,Female,Negative contact,Minneapolis,1,0,0
731,1,2,1559,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
732,1,2,600,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
733,1,2,800,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
734,1,2,955,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
735,1,2,849,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
736,1,2,1040,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
736,2,2,1040,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
737,1,2,1306,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
737,2,2,1306,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
738,1,2,765,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
738,2,2,765,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
739,1,2,1250,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
740,1,2,970,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
741,1,2,1150,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
742,1,2,1850,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
743,1,2,1629,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
744,1,2,1825,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
745,1,2,1095,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
745,2,2,1095,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
746,1,2,1254,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
747,1,2,895,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
748,1,2,1090,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
749,1,2,1390,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
750,1,2,1395,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
751,1,2,1123,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
752,1,2,1195,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
753,1,2,750,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
754,1,2,600,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
754,2,2,600,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
755,1,2,910,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
755,2,2,910,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
756,1,2,999,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
756,2,2,999,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
757,1,1,1300,One bedroom units,White American,Female,Negative contact,Minneapolis,1,0,0
757,2,1,1300,One bedroom units,Somali American,Male,Negative contact,Minneapolis,1,0,0
758,1,2,1585,One bedroom units,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
758,2,2,1585,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
759,1,2,1000,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
759,2,2,1000,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
760,1,2,950,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
760,2,2,950,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
761,1,2,1017,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
761,2,2,1017,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
762,1,4,1200,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
762,2,4,1200,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
763,1,2,1045,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
763,2,2,1045,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
764,1,3,1100,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
764,2,3,1100,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
765,1,2,1850,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
765,2,2,1850,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
766,1,2,1820,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
766,2,2,1820,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
767,1,4,850,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
767,2,4,850,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
768,1,2,1150,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
768,2,2,1150,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
769,1,2,1295,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,1,0,0
769,2,2,1295,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
770,1,2,1650,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
770,2,2,1650,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
771,1,2,945,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
771,2,2,945,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
772,1,2,1475,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
773,1,2,925,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
773,2,2,925,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
774,1,2,600,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
774,2,2,600,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
775,1,2,1100,One bedroom units,Somali American,Male,Negative contact,St. Paul and suburbs,1,0,0
775,2,2,1100,One bedroom units,African American,Male,Negative contact,St. Paul and suburbs,1,0,0
776,1,2,1099,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
776,2,2,1099,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
777,1,4,910,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
777,2,4,910,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
778,1,4,890,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
778,2,4,890,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
779,1,3,1200,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
779,2,3,1200,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
780,1,2,880,One bedroom units,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
780,2,2,880,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
781,1,3,1625,One bedroom units,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
781,2,3,1625,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
782,1,4,1119,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
782,2,4,1119,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
783,1,2,1150,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
783,2,2,1150,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,1,0,0
784,1,2,2150,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
784,2,2,2150,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
785,1,2,1099,One bedroom units,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
785,2,2,1099,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,1,0,0
786,1,2,1287,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
786,2,2,1287,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
787,1,2,950,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
787,2,2,950,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
788,1,2,1376,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
788,2,2,1376,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
789,1,4,1000,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
789,2,4,1000,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
790,1,2,1140,One bedroom units,African American,Male,Ambiguous contact,Minneapolis,1,0,0
790,2,2,1140,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,1,0,0
791,1,2,875,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
791,2,2,875,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
792,1,2,895,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
792,2,2,895,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
793,1,4,900,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
793,2,4,900,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
794,1,2,1120,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
794,2,2,1120,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
795,1,2,895,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
795,2,2,895,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
796,1,4,500,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
796,2,4,500,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
797,1,2,750,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
797,2,2,750,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
798,1,2,1195,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
798,2,2,1195,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
799,1,2,850,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
799,2,2,850,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
800,1,2,875,One bedroom units,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
800,2,2,875,One bedroom units,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
801,1,2,995,One bedroom units,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
801,2,2,995,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
802,1,4,900,One bedroom units,African American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
802,2,4,900,One bedroom units,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
803,1,2,895,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
803,2,2,895,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
804,1,2,885,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
804,2,2,885,One bedroom units,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
805,1,2,950,One bedroom units,African American,Female,Negative contact,St. Paul and suburbs,1,0,0
805,2,2,950,One bedroom units,White American,Male,Negative contact,St. Paul and suburbs,1,0,0
806,1,2,1200,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
806,2,2,1200,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
807,1,2,900,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
807,2,2,900,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
808,1,2,995,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
808,2,2,995,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
809,1,2,1090,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
809,2,2,1090,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
810,1,2,1100,One bedroom units,African American,Male,Ghosted,Minneapolis,1,0,0
810,2,2,1100,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
811,1,2,1068,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
811,2,2,1068,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
812,1,2,805,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
812,2,2,805,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
813,1,4,1100,One bedroom units,Somali American,Female,Positive contact,Minneapolis,1,1,0
813,2,4,1100,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
814,1,2,1225,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
814,2,2,1225,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
815,1,2,1150,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
815,2,2,1150,One bedroom units,African American,Male,Positive contact,Minneapolis,1,1,0
816,1,2,1100,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
816,2,2,1100,One bedroom units,Somali American,Male,Ghosted,Minneapolis,1,0,0
817,1,4,950,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
817,2,4,950,One bedroom units,White American,Female,Ambiguous contact,Minneapolis,1,0,0
818,1,2,975,One bedroom units,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
818,2,2,975,One bedroom units,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
819,1,2,1125,One bedroom units,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
819,2,2,1125,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
820,1,2,850,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
820,2,2,850,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
821,1,2,975,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
821,2,2,975,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
822,1,4,995,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
822,2,4,995,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
823,1,2,1550,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
823,2,2,1550,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
824,1,2,1100,One bedroom units,African American,Female,Positive contact,Minneapolis,1,1,0
824,2,2,1100,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
825,1,2,795,One bedroom units,White American,Male,Negative contact,Minneapolis,1,0,0
825,2,2,795,One bedroom units,Somali American,Male,Negative contact,Minneapolis,1,0,0
826,1,2,999,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
826,2,2,999,One bedroom units,White American,Female,Positive contact,Minneapolis,1,1,0
827,1,2,950,One bedroom units,White American,Female,Negative contact,Minneapolis,1,0,0
827,2,2,950,One bedroom units,White American,Female,Negative contact,Minneapolis,1,0,0
828,1,2,925,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
828,2,2,925,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
829,1,2,975,One bedroom units,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
829,2,2,975,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
830,1,3,1750,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
830,2,3,1750,One bedroom units,White American,Male,Ambiguous contact,Minneapolis,1,0,0
831,1,4,1150,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
831,2,4,1150,One bedroom units,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
832,1,2,960,One bedroom units,White American,Male,Ghosted,Minneapolis,1,0,0
832,2,2,960,One bedroom units,Somali American,Female,Ghosted,Minneapolis,1,0,0
833,1,4,750,One bedroom units,African American,Female,Ghosted,Minneapolis,1,0,0
833,2,4,750,One bedroom units,White American,Female,Ghosted,Minneapolis,1,0,0
834,1,2,995,One bedroom units,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
834,2,2,995,One bedroom units,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
835,1,2,895,One bedroom units,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
835,2,2,895,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
836,1,2,939,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
836,2,2,939,One bedroom units,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
837,1,2,850,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
837,2,2,850,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
838,1,2,1350,One bedroom units,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
838,2,2,1350,One bedroom units,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
839,1,2,995,One bedroom units,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
839,2,2,995,One bedroom units,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
840,1,2,825,One bedroom units,Somali American,Male,Positive contact,Minneapolis,1,1,0
840,2,2,825,One bedroom units,White American,Male,Positive contact,Minneapolis,1,1,0
841,1,2,990,One bedroom units,African American,Female,Ambiguous contact,Minneapolis,1,0,0
